,category,clicks,likes,buys,4xx_errors,5xx_errors,complaints_count,average_dwelltime,source_attractiveness,date_of_registration
5630,porn,160988.0,15206.0,0,0,0,0,16.273310628731018,0.08558064805338397,2024-03-10 05:24:51.890036490
1868,ecom,251284.0,0.0,70376,11657,2130,417,7.1888676129921425,0.2992151248650949,2023-10-27 15:27:34.647027776
1185,information_source,22029.0,,0,86,0,-,0.1203239394540126,-0.09445377349868779,2024-08-30 20:46:45.311284466
6166,ecom,923323.0,77839.0,141660,14916,0,770,1.2786422389884917,0.11315799376431299,2024-07-04 18:42:22.767035471
3332,information_source,2181915.0,,0,84744,0,2357,0.07227960937198638,0.25155755394979207,2021-09-01 08:50:12.990993680
3247,information_source,314956.0,10862.0,0,1383,1712,0,4.3592093643948795,-0.040985782388821654,2024-09-10 15:37:45.791157758
704,social,1112381.0,0.0,0,0,0,2033,33.961362069281996,0.28385226008877174,2019-09-27 16:59:38.835339104
174,ecom,1914724.0,802728.0,629093,69283,0,0,8.979411709511322,0.5179000456256023,2022-06-08 16:20:05.809981520
5387,information_source,70487.0,19914.0,0,473,0,0,0.2585029782184621,0.09075849267748896,2024-03-30 12:26:29.106174670
7271,information_source,,,0,113476,72378,15997,1.5919547036836812,0.07413371022081999,2023-07-19 03:49:41.761751512
3232,information_source,303848.0,44470.0,0,42048,0,0,23.562915441961717,0.15680099683017798,2024-03-18 06:28:56.039309606
3713,news,496631.0,80275.0,0,40426,2359,1374,0.07218457108088613,0.1450195266292362,2022-12-18 07:28:09.892527440
5979,porn,561907.0,36625.0,0,0,13556,1482,5.07413528879734,0.18466730608139628,2022-04-10 18:56:47.952159008
7610,news,603513.0,29189.0,0,103211,0,,1.2583423804243163,0.2098366535099578,2021-05-05 08:47:08.953956656
8809,information_source,755703.0,0.0,0,90974,0,1888,5.4021260734722265,0.2294110779593025,2022-04-03 17:18:33.630532224
2008,ecom,3421114.0,0.0,540704,53381,152032,,7.221700909844847,0.39870768459425404,2016-02-27 00:44:55.366509056
319,news,1617639.0,230007.0,0,48922,0,444,4.7033484661548135,0.3747343120165661,2020-06-08 20:44:25.126874544
616,ecom,1337811.0,401193.0,643985,13551,16395,2533,11.831651160612752,0.5737542936015876,2023-06-24 19:22:19.519980336
7463,information_source,2418993.0,0.0,0,143943,194366,40824,0.6722988799098778,-0.03726018926087413,2022-12-03 00:31:37.467100848
1076,information_source,2128543.0,0.0,0,259514,440,723,15.586888740380985,0.3011676517551542,2017-08-02 16:13:52.247855424
583,news,1060831.0,12828.0,0,202700,0,1158,4.29967555085026,0.12860636878920376,2022-11-05 15:48:46.537130600
3012,ecom,5875554.0,0.0,2018480,33473,0,0,0.7273273605894429,0.4473959101496556,2021-10-18 19:33:20.360533280
8122,information_source,5600771.0,1418542.0,0,301074,88388,21190,2.876629295729048,0.25658661012079725,2018-10-03 09:10:43.756745056
5718,information_source,1365832.0,0.0,0,75017,0,1935,0.26269259813367296,0.07261313202577943,2023-08-30 03:42:02.649920624
8719,information_source,1450793.0,151175.0,0,41393,117751,22779,0.6693610670343443,-0.11078304746908922,2024-06-14 22:39:33.550885782
6188,information_source,1399911.0,0.0,0,0,48559,-,20.429088534783375,0.032572599237317944,2024-05-23 15:22:03.853243648
6739,news,1365352.0,144960.0,0,96317,0,1720,-1.0,0.23147543324874556,2022-09-18 22:28:34.704244016
8284,porn,162890.0,10689.0,0,21740,0,0,37.57592275642806,0.27402211364947965,2021-09-17 22:14:42.574676480
8355,information_source,106376.0,10941.0,0,0,0,0,3.81936331211967,0.2846415716356538,2020-07-12 00:26:21.836214848
3069,ecom,3686839.0,0.0,3686839,115386,11672,5007,13.356642553912804,0.9094689564414933,2021-06-17 18:02:42.191905360
5276,social,764919.0,114237.0,0,2159,0,0,78.22419899709277,0.11499286493536146,2024-06-25 05:04:08.521547806
2943,information_source,6903449.0,1703644.0,0,223871,606874,125472,4.4493454806993835,-0.3784415247709543,2024-04-03 13:07:46.208383838
1718,ecom,3569028.0,1446607.0,1935984,3680,8105,2611,0.5689695135549349,0.5619298705098811,2023-10-28 04:32:43.900120300
769,information_source,2412981.0,144202.0,0,39361,170895,-,14.651906471419675,0.13678931756966164,2020-04-17 15:55:48.703879824
5647,information_source,47968.0,0.0,0,138,1155,0,3.9146484695417367,0.2785687063950994,2019-09-04 19:23:59.934379008
9042,information_source,658139.0,136463.0,0,26168,15332,2957,4.174737050725849,0.33199113086748544,2019-11-14 01:31:35.462487872
5783,ecom,8415465.0,0.0,0,341370,0,3022,16.08996398808774,0.15209219912067318,2023-05-14 19:13:01.500346928
9440,ecom,111066.0,0.0,657,37,238,1808,3.2065544113526965,-0.011525593815440341,2024-09-13 19:07:51.481940239
3530,ecom,2709489.0,0.0,2039823,89432,0,0,13.78655618523117,0.743815406633528,2022-07-30 05:57:23.543969536
5407,porn,176225.0,5526.0,0,0,0,0,5.683515912826873,0.13517439121783625,2023-05-07 17:14:40.980177080
2700,ecom,8739726.0,481398.0,939989,136746,149332,31648,6.062501985189889,0.19252143444325737,2023-03-24 02:41:39.463569048
7073,information_source,1208153.0,0.0,0,39566,6929,1765,1.6199480585364276,0.08004131389221125,2023-11-19 02:29:12.659589212
3719,ecom,803163.0,188042.0,0,0,0,273,7.188964234133329,0.2430701272352527,2021-11-11 04:23:24.280884832
4486,information_source,6984277.0,1038274.0,0,77048,0,839,1.4600407331179934,0.29221732678048584,2018-03-27 11:23:35.116415840
7777,information_source,4009561.0,937279.0,0,210139,222123,47654,1.129009656796191,-0.03951919950226289,2023-08-05 05:25:05.978996680
6666,ecom,4878526.0,616464.0,233201,25840,0,868,12.13421265699503,0.04918422196722247,2024-07-06 20:43:36.270739562
6997,information_source,1146712.0,0.0,0,4953,24612,5875,7.3391390416277655,0.10203511057817638,2023-09-09 06:45:49.126941100
6828,ecom,7320421.0,238368.0,1563691,288449,0,3612,33.31257160790185,0.6124877247655158,2017-11-20 12:35:10.155602400
8128,news,54440.0,0.0,0,3444,1846,0,4.123008641824079,0.2747479730510361,2020-03-02 09:12:51.894008064
4339,ecom,2891699.0,0.0,0,27346,0,0,3.885986691890004,0.09418901224217406,2023-07-06 14:47:24.652028848
8594,information_source,1479829.0,533873.0,0,15543,0,0,10.231410702547777,0.14238059283717552,2024-02-04 02:17:22.543628356
3867,information_source,1666678.0,147694.0,0,48165,0,-,-1.0,0.13956422660187692,2022-10-23 20:47:08.296230160
2004,information_source,612380.0,135548.0,0,0,0,,5.866996359147101,0.28396694773679,2020-11-12 21:59:47.487557632
1693,ecom,14526464.0,12903804.0,5747717,68417,10534,3482,18.495199458726194,0.7696664325314031,2021-12-19 05:17:34.308501440
9527,information_source,103332.0,421.0,0,183,55,1012,2.3973215053577195,-0.055992659558650605,2024-09-25 04:19:10.416669979
8668,ecom,5025686.0,337659.0,417033,28969,0,0,6.550629950153512,0.04642591317430596,2024-07-14 15:07:19.904421649
4412,news,2900317.0,27526.0,0,326977,363705,75303,7.3461076082642975,-0.07366050435255228,2021-09-08 01:53:31.221526144
7991,information_source,2308722.0,461800.0,0,197183,0,2053,-1.0,0.1797768684533703,2022-09-10 19:35:26.673652336
9852,information_source,2368936.0,125668.0,0,0,0,384,-1.0,0.1595743796232863,2023-03-31 11:18:23.582019464
3084,ecom,25631722.0,15176354.0,4222706,413321,0,-,18.97407428519175,0.4571328283449748,2022-08-11 09:49:51.171170008
3585,information_source,4360487.0,1025297.0,0,445565,0,3302,0.03785362414151737,0.11938460385211766,2023-03-31 06:32:47.001719416
8916,porn,,1135.0,0,0,2832,1200,11.561209481736674,-0.08177282524002348,2024-02-29 16:35:21.763674552
3648,information_source,2818553.0,0.0,0,171419,0,1560,2.8758184725134712,-0.035730210353408114,2024-05-27 18:56:23.840096978
4804,information_source,739324.0,227069.0,0,56830,0,2685,3.7440134350032155,0.1109702080549339,2024-02-08 13:23:13.668378140
9132,news,45425.0,1203.0,0,2446,0,0,8.313579491177451,-0.02885885970241979,2024-08-13 03:35:03.331182682
3331,information_source,1150476.0,0.0,0,0,0,7,0.4072469439525819,0.1990893497185394,2021-10-16 18:50:17.288144288
7708,information_source,95670.0,0.0,0,5985,0,,9.11492702214286,0.018416643185731968,2023-11-24 20:38:55.924390516
498,news,104136.0,6960.0,0,5947,0,0,0.9326539449974465,0.056748990673663714,2024-01-04 15:28:40.802088124
9040,ecom,20647207.0,12868156.0,0,102906,105847,21465,12.947486754601183,0.2908452340430739,2022-11-30 06:51:17.325192800
1335,ecom,12472989.0,,159744,348101,56448,14532,2.636108499823863,0.14691408206828596,2023-01-10 21:17:26.132890888
8929,ecom,29308570.0,7644904.0,0,191858,319748,NaN,7.271372198855252,0.04918065198359642,2023-11-02 16:05:00.790568380
3610,ecom,1821575.0,406436.0,371886,44996,9811,878,1.9061243890342505,0.32858771550008037,2023-01-27 05:36:21.382969904
6456,news,2207772.0,41094.0,0,2427,14369,4519,0.7890750370706798,0.05673644048697348,2023-04-22 12:59:29.488511472
6566,ecom,2533623.0,1716378.0,369688,7698,0,0,0.1257911297790296,0.24528276358526105,2024-04-19 13:58:12.335908026
2595,information_source,393107.0,69119.0,0,29585,0,36,5.613539930073022,0.3671590488047204,2018-03-12 16:11:40.763808736
2784,ecom,4298473.0,3541205.0,3251824,6792,2912,0,38.38603970996767,0.9286680180681628,2024-04-11 00:23:47.762059024
2787,information_source,2461017.0,711860.0,0,31505,24860,5344,-1.0,0.12150562477205142,2023-10-20 17:56:32.336909372
9383,information_source,1131707.0,0.0,0,16728,31639,6486,0.5136498555806759,-0.09122788306155222,2024-05-20 14:41:16.703011958
523,ecom,446584.0,74369.0,0,3421,305,55,19.230396978690248,0.08292300140739191,2024-07-13 01:30:07.565932682
709,ecom,3341403.0,1732354.0,664751,30936,29310,5589,1.8705003792153936,0.42226817159044744,2022-03-26 12:57:28.252622224
9584,ecom,3397512.0,586848.0,61015,91177,31445,7479,26.469681495947352,0.1595912220948989,2023-11-06 01:46:53.466747716
7171,ecom,1971232.0,1337558.0,0,13329,15221,3707,15.861561290792324,0.21547230673528228,2024-05-08 19:02:50.174454340
5743,porn,400658.0,37638.0,0,102279,4767,2065,24.42036346725957,0.3164368255060936,2018-06-19 07:36:35.802998912
6748,ecom,140833.0,33275.0,125307,2372,2299,432,-1.0,1.007638862532043,2018-12-10 22:52:27.467007584
7157,porn,14125.0,1386.0,0,0,0,0,4.616168322171524,-0.04125439725317247,2024-07-04 06:08:02.465174716
3679,information_source,191256.0,,0,0,0,2149,0.07485652972452973,-0.07970972309105978,2024-08-23 03:54:44.059400260
9585,ecom,7544962.0,0.0,0,626571,0,7220,4.7908764612200825,0.13889281050581992,2021-12-22 08:55:59.110417456
9789,ecom,40567.0,11245.0,16797,1683,408,288,1.4003695840408434,0.35786464686343794,2024-03-11 17:22:37.467294212
7966,porn,1108637.0,290650.0,0,71192,0,667,2.052202534143941,0.24070854284574003,2022-02-10 17:16:04.444539424
7907,information_source,1464331.0,267117.0,0,104741,0,985,0.2987577088744228,0.11293135084664639,2023-04-25 05:11:24.311731664
1075,ecom,863736.0,73199.0,265466,16735,0,58,2.343749768975197,0.27217353591863147,2023-12-25 09:01:08.297339540
6614,ecom,19448629.0,0.0,0,446392,74618,19115,10.610981440026503,0.04737358280034094,2023-10-14 16:05:16.735733668
813,ecom,2645357.0,73151.0,675110,15087,0,-,1.514575729156381,0.1373801702493759,2024-07-18 18:59:55.458934680
1479,porn,110340.0,13732.0,0,8095,0,903,4.617003397023859,0.165501211712814,2021-03-16 11:07:53.349050720
2038,ecom,18154058.0,0.0,0,562705,0,5264,6.617458678534995,0.0906458826511602,2022-12-14 15:19:40.896024128
9477,information_source,1084142.0,61772.0,0,84586,4585,1469,1.7589905448239413,0.21655322175583522,2017-12-30 22:21:19.147136768
8506,news,224008.0,426.0,0,12800,0,0,9.541452524055762,0.006376960089584965,2024-05-05 21:38:43.617581022
1829,information_source,541885.0,0.0,0,16774,4990,1734,14.677417512929118,0.3050008804573724,2019-12-26 16:32:52.946764736
8827,information_source,,137876.0,0,114443,68668,14797,4.246304686567222,0.024951867941105266,2023-12-29 08:54:15.288831784
8335,ecom,368158.0,5741.0,0,1725,0,0,6.2784226761511155,-0.07438488739450358,2024-09-13 01:56:55.665578415
7433,information_source,946124.0,133876.0,0,58843,0,564,4.206640201094036,0.11998267774394229,2023-12-14 06:46:03.231333148
9681,ecom,3205217.0,2073875.0,873892,28544,0,-,2.0100482780594,0.5490410101375618,2021-07-28 21:30:23.176363248
4585,information_source,288583.0,19551.0,0,0,0,0,12.895822529836199,0.011994693342905118,2024-07-15 05:38:25.786334891
1013,information_source,2940144.0,,0,247575,22316,,2.5303661256527112,0.18314532657596683,2022-02-04 10:35:30.671800128
9890,news,221938.0,0.0,0,26095,4345,1700,2.7155040211750108,0.19624472738680207,2020-11-18 00:38:13.069317584
2454,information_source,3935528.0,0.0,0,207973,0,170,1.103833536960615,0.09111310490620297,2022-11-15 12:43:41.641934096
1167,information_source,619401.0,110898.0,0,0,1117,1439,1.7377860062123298,0.16607598144692395,2023-06-16 18:17:23.384280736
6980,information_source,7401666.0,0.0,0,1074839,0,13160,1.0218601040055704,0.22958152295507728,2020-04-14 00:55:42.809863120
2513,information_source,135012.0,4349.0,0,842,0,542,5.52642757327374,-0.049796400504065155,2024-09-04 23:33:37.190538316
5562,news,,2076.0,0,65564,67403,13839,18.438315514520344,0.07295875217390324,2023-07-03 00:54:57.826478936
2878,information_source,373253.0,100171.0,0,20444,0,0,8.056541371826109,0.12359906917882393,2024-05-31 16:44:03.857108430
7932,ecom,4205587.0,0.0,2476111,4001,187536,36284,16.47188743130025,0.4077201747535761,2024-02-24 06:37:28.685336544
3438,information_source,371936.0,110837.0,0,7742,1386,0,9.570683275302635,0.2901120042575773,2022-04-01 19:50:39.143037056
1763,ecom,599979.0,62413.0,225940,7631,3483,1204,48.695876676352704,0.3566314443641154,2024-08-01 18:14:17.644996604
6433,information_source,623.0,0.0,0,0,0,0,27.113279457897082,0.004790622177655366,2024-09-24 15:49:49.500638733
2144,information_source,1143369.0,319628.0,0,4946,32652,5420,8.8293612576373,0.32098929546725635,2019-04-12 04:34:01.022626944
9941,information_source,2263516.0,,0,44485,0,1053,2.790412533291287,0.103984547812987,2024-04-25 08:11:53.976216796
6967,ecom,640291.0,0.0,0,0,8538,1712,10.568097100014379,0.19339776892086202,2022-01-01 05:32:34.786974144
9041,information_source,486481.0,0.0,0,29574,18971,4791,0.5147089137223871,0.06463556268349095,2023-02-05 07:05:21.700383800
986,information_source,126164.0,0.0,0,0,0,1071,-1.0,0.03618571460790296,2023-08-07 22:51:37.693888952
3266,information_source,92314.0,42514.0,0,0,0,67,0.8708463022557971,0.5302404156770882,2010-11-11 03:02:31.500157760
3523,news,959921.0,84069.0,0,70531,11518,-,5.734299329806882,0.3408614017873561,2017-10-19 05:08:17.728195776
5654,ecom,13898148.0,0.0,0,270284,404634,82530,5.03705507663951,-0.07552340251768339,2023-11-11 21:04:01.130348544
946,ecom,6772387.0,899403.0,2859802,368982,263365,55788,7.122273408175259,0.41202644733272037,2022-06-26 15:55:44.147006144
3910,ecom,9710896.0,0.0,8854200,118179,0,,12.471927741978655,0.8594231539154359,2022-04-13 03:01:27.714902560
1144,information_source,275784.0,0.0,0,0,0,-,0.5246504724427469,-0.014975687012581479,2024-08-07 21:41:58.423545043
7994,information_source,239182.0,33358.0,0,24273,7845,2519,5.329492665263414,0.026528279325156275,2024-03-04 21:53:06.977430300
4542,information_source,1509265.0,228953.0,0,97046,102092,20950,5.420023772972138,0.011144719011863412,2023-10-31 04:03:46.359658488
8583,information_source,2061342.0,202095.0,0,113672,90217,17453,4.720258533447036,0.11331550707298263,2022-11-18 01:45:49.378182592
3377,ecom,6776094.0,4513578.0,6776094,148906,72329,-,1.445475181665408,0.8985804624703562,2024-02-12 10:58:38.273875056
8538,social,142654.0,290.0,0,0,0,0,85.01290722043673,-0.06049770635661885,2024-09-11 21:04:42.017015400
7608,porn,493111.0,65390.0,0,19809,0,189,26.353391732097883,0.2154834683591367,2022-08-31 13:12:51.536888168
4655,information_source,4080382.0,206364.0,0,575103,0,5869,-1.0,0.13875296611788887,2023-02-25 09:29:59.003593840
2188,social,160225.0,0.0,0,0,0,0,20.365437116969193,0.22260393619913924,2020-11-21 18:41:50.818124848
1017,news,2804912.0,0.0,0,196681,281038,58114,-1.0,-0.22297724269915684,2024-04-13 23:01:16.074605660
6802,information_source,2707787.0,425050.0,0,106863,0,-,7.672611519646576,-0.006051397806338846,2024-07-10 01:04:35.629527805
9992,porn,647853.0,70009.0,0,15671,157412,31341,-1.0,-0.27137055340059074,2023-10-01 20:54:50.342633316
511,news,30677.0,2800.0,0,559,93,142,2.355450661145705,0.16658790405500934,2023-03-23 03:52:28.124766672
8092,ecom,3833270.0,0.0,0,110719,0,1529,1.696157491749972,0.2878428835335321,2019-01-03 20:20:23.371611072
9619,news,838244.0,29347.0,0,112985,31371,7433,2.324478644825902,0.16364480191990766,2021-09-21 05:53:49.699583104
5476,information_source,1007684.0,23007.0,0,135411,49124,13611,2.718014713076088,0.04766343700916861,2022-12-20 15:56:25.353103768
5400,ecom,340220.0,46517.0,0,972,0,731,25.631377389892357,0.08444177906316244,2024-09-06 04:13:02.309006131
4235,ecom,14396840.0,11783197.0,10711645,114371,0,3160,13.46301251367282,1.0587002747227068,2018-01-31 14:48:05.399311392
2750,information_source,423931.0,0.0,0,0,0,0,4.872338396715385,0.2299804536027293,2020-12-17 16:14:04.203838704
3732,social,1057235.0,0.0,0,0,0,0,56.69482193728476,0.24002315195194773,2021-06-28 06:45:36.160614464
2156,porn,31981.0,5567.0,0,17231,5154,,5.5007803052981235,-0.14256649896664658,2024-02-28 20:21:06.201335296
2906,ecom,1192204.0,597935.0,711406,24862,4698,0,5.49836725264567,0.7338535007495971,2022-07-08 16:22:40.403881240
9173,information_source,53657.0,1362.0,0,2172,3213,0,5.2983194722517934,-0.045799455707700304,2024-06-13 19:30:39.227654986
9943,ecom,18478072.0,0.0,0,489194,371755,,1.5063038574709886,-0.06748805651554074,2024-01-05 11:09:06.111758708
2478,information_source,458958.0,69258.0,0,31527,2740,,0.07808442525589845,0.030358888097906905,2024-04-11 22:26:55.358467766
2086,ecom,9716699.0,0.0,8469667,357163,38623,11095,1.5896393481261806,0.7658343682227294,2022-06-11 11:17:26.247454576
8381,ecom,524572.0,,265980,0,6520,NaN,4.455083140537011,0.8050601503386134,2016-09-10 07:58:34.446711328
3161,information_source,2927453.0,486802.0,0,51245,0,0,0.09711031586588742,0.14317737325516602,2023-10-13 00:48:23.901450308
9121,information_source,287303.0,0.0,0,26148,0,0,2.411944651411842,0.06503460591236397,2023-09-28 16:00:43.088225176
8664,information_source,1648432.0,,0,0,9768,2696,-1.0,0.07429262883600835,2024-03-09 15:27:08.062381076
5997,ecom,6958364.0,,0,109676,119918,26090,5.456299643129545,-0.017090374395810605,2024-05-15 02:51:15.283657698
5384,information_source,1336946.0,490322.0,0,46584,0,0,6.014099913896622,0.3410974068907333,2021-02-07 22:52:17.677381792
1434,information_source,369241.0,0.0,0,10156,2747,1187,10.406898830614391,-0.014765592837274636,2024-08-03 02:25:17.693938301
6502,news,747674.0,82254.0,0,58798,33125,8423,15.55478266941506,0.21558064863592746,2022-04-05 02:34:12.118514128
6942,ecom,26927458.0,0.0,0,850099,284471,64747,1.703660039209819,-0.004267334985638303,2023-02-19 21:33:29.324473336
5953,porn,14326.0,0.0,0,409,2652,880,21.354452135130842,0.0063782476314879905,2023-04-01 13:47:46.844376952
932,information_source,684.0,0.0,0,0,0,1439,3.817791337602135,-0.07947038032417901,2024-09-28 20:24:58.079670415
7860,information_source,864833.0,0.0,0,42056,15370,3980,9.041832844484293,-0.011926407499452403,2024-06-27 16:19:14.897095534
3172,ecom,2896293.0,92950.0,0,15895,10148,,3.008965348777282,-0.04765036423019592,2024-08-13 13:28:35.150131888
3295,ecom,11583809.0,7270186.0,0,135289,70235,17816,10.79276203407403,0.289504558062354,2022-11-21 15:22:08.709340648
1658,information_source,1801090.0,0.0,0,150126,107009,23960,7.04502873379341,0.04184272806419469,2022-09-22 21:18:24.498173072
6436,social,1966059.0,204814.0,0,0,18899,3481,0.7322757592412348,0.014730756761522149,2024-05-02 00:08:28.354140104
5534,ecom,,4929368.0,1780802,216495,2979,2865,6.189410619372904,0.20640480094914865,2024-06-13 04:36:23.700415602
965,information_source,615909.0,0.0,0,42963,52902,10755,11.50493969456562,0.04633972863009272,2023-08-22 20:18:01.983459820
7046,porn,160984.0,22179.0,0,26092,0,445,0.24132921431691,0.012846609443823353,2024-03-21 14:06:13.052077336
7533,ecom,4854.0,388.0,0,6,0,1781,2.3703930716076034,-0.04576969862069699,2024-09-10 11:52:01.380412230
3700,information_source,1103714.0,254793.0,0,27999,0,0,6.800180600171482,0.24839625996622627,2022-04-23 10:47:19.223625552
8457,ecom,3573723.0,1664419.0,0,73625,0,1935,3.883153298967865,0.3203044232310309,2022-03-14 20:23:14.168436608
9256,information_source,2924825.0,195269.0,0,99756,183845,38727,3.845015613127317,-0.043902337086126265,2023-09-03 04:23:57.935073368
4400,ecom,7438569.0,450883.0,0,0,0,0,7.825744624907428,0.2407455711375588,2020-11-26 05:41:24.991335840
3190,information_source,1669304.0,78754.0,0,191273,34696,8353,3.129949135950077,0.14115527952811385,2021-11-06 15:05:51.302118016
4475,information_source,1013375.0,236091.0,0,45884,17577,-,1.4978981672882898,0.15954702934970336,2022-06-04 13:30:02.487044688
4405,information_source,50360.0,145.0,0,145,54,0,10.978055559525846,-0.04759647030418722,2024-09-24 21:13:29.160102460
945,information_source,45127.0,13391.0,0,1160,0,1683,2.084306154642922,0.3453594050795563,2020-09-30 17:13:41.912740880
5478,social,127211.0,0.0,0,1460,0,,10.559641715958215,0.3058943543842468,2020-07-09 01:51:56.842648816
679,information_source,1142372.0,48721.0,0,80023,57188,12541,0.1735551490508651,0.04224559799663045,2023-10-26 16:30:53.250238832
8207,ecom,462877.0,10131.0,47055,14997,0,953,2.543716858710759,0.20682670073910528,2022-05-12 18:51:19.693482256
9891,information_source,1097221.0,0.0,0,4156,0,1198,0.8612070078115002,0.26735863654795594,2019-01-12 02:28:53.957422144
8759,information_source,2825102.0,357293.0,0,123660,0,472,0.07937605939696586,0.3631890249183664,2018-09-23 08:06:56.243262144
4749,social,30489.0,0.0,0,1163,0,0,22.420582797698923,0.03967030366844056,2023-08-15 08:17:17.143869972
5507,information_source,846248.0,61269.0,0,19646,4998,1126,5.657872167349795,0.015814044742933426,2024-05-09 06:50:46.622241252
2525,information_source,93759.0,0.0,0,4469,0,561,14.921457217258538,0.18395898590137974,2021-11-03 09:11:06.974360576
7473,social,54362.0,11508.0,0,189,180,1371,-1.0,0.2261985084384634,2021-06-22 05:58:57.043368976
303,information_source,1145183.0,165814.0,0,29905,0,627,2.6389914719055247,0.2442278003614962,2020-12-22 22:53:19.414881152
4257,information_source,761566.0,105849.0,0,0,0,1095,6.512875761867201,0.004583004523496321,2024-06-24 05:38:21.530263052
8423,ecom,559408.0,120985.0,0,15482,6192,,3.4637187144764847,0.20504302227578597,2021-12-06 16:41:20.892646656
4800,information_source,1096060.0,5155.0,0,180989,123768,26944,10.5089549228409,0.19904826804198472,2018-08-29 15:41:52.214844448
6846,information_source,554834.0,99934.0,0,8199,27707,4669,1.3602712420059206,0.22696363130834715,2022-02-22 12:51:52.000631968
6559,information_source,1184176.0,213473.0,0,9276,49919,9812,1.553622757554833,0.050497982531406346,2023-07-13 07:57:24.624515456
575,ecom,5054154.0,0.0,452861,102533,3532,1840,13.600082503481534,-0.011662029538783272,2024-07-18 00:50:52.703000921
3545,information_source,1017555.0,101297.0,0,81800,75241,,0.31155889351462274,0.05383327161232268,2023-02-20 20:55:44.631462936
3095,ecom,11457446.0,0.0,0,284290,0,3646,10.265504296161758,0.09886231863758438,2023-10-27 01:39:54.527965544
9366,information_source,1207011.0,22844.0,0,49006,91283,18010,0.43671297140727594,0.0988407316396329,2022-03-22 08:29:47.321172016
6447,information_source,,87611.0,0,53380,54120,12088,3.4309175537320846,-0.053170023203762316,2024-05-30 14:57:33.804243620
4701,ecom,5323999.0,911125.0,817522,129318,0,790,6.16568893683021,0.31365511040742045,2023-03-31 19:07:40.967315368
8256,information_source,1180070.0,108547.0,0,161384,107118,23937,3.7070912200810313,0.017726611853560958,2022-08-21 23:35:37.760532344
6794,information_source,205835.0,61037.0,0,601,6832,0,-1.0,0.3526681124479049,2020-06-16 04:42:42.010948704
559,information_source,360139.0,97064.0,0,28848,0,2013,0.5846201783240997,0.17260904748822248,2023-06-16 01:49:34.061937944
3566,information_source,85814.0,,0,3403,0,0,-1.0,0.29510986518452964,2019-07-02 09:28:28.085918976
8573,ecom,1530548.0,0.0,192829,74067,0,0,7.381537692546469,0.1752118423398024,2023-07-07 20:12:44.415823584
5032,information_source,2455914.0,0.0,0,0,66455,-,2.763463358815344,0.0005985446297886565,2023-11-02 09:04:49.223339496
4278,information_source,2287280.0,478559.0,0,0,0,451,5.74067977778718,0.06543987128812936,2024-03-11 14:47:09.178772080
4200,information_source,228401.0,0.0,0,4126,0,213,2.235946051573628,0.13247412402171135,2022-12-01 01:19:04.355884984
9665,information_source,985256.0,111242.0,0,71535,36939,7692,19.0039613827116,0.08608464344637631,2023-07-15 05:21:06.244588176
8511,ecom,2314249.0,1324618.0,1048054,0,3758,1346,7.822108147718448,0.7183313026757544,2020-12-09 20:43:40.765595600
2520,information_source,3972.0,0.0,0,249,0,0,3.292360477483671,0.14736221079364847,2022-10-04 15:39:11.470544520
2885,ecom,4903563.0,0.0,847362,203427,0,1942,2.589309130435873,0.3843376435860246,2020-11-01 01:35:09.865026320
1414,information_source,1175094.0,187079.0,0,93383,29288,7053,1.0764683321342705,0.0848244590854686,2023-04-20 09:14:48.570552488
2506,information_source,2585179.0,402027.0,0,137288,69953,16188,15.7765790324633,0.11783150192431223,2023-10-21 22:24:13.310505708
8571,information_source,2153640.0,56218.0,0,177524,99011,22237,0.4302760051445911,0.11871580275118349,2020-07-19 06:46:32.380097840
9386,news,1396807.0,66906.0,0,100859,50244,9005,3.7684487200257766,0.19337515197829966,2021-09-26 08:46:57.209998784
8270,news,721950.0,244.0,0,48112,18673,1888,1.2678363209186763,-0.017265442157056228,2024-05-18 09:33:03.789505596
2929,information_source,252797.0,1987.0,0,11451,20926,3479,0.18861432795617777,-0.05744042454378848,2024-02-05 08:43:52.204751128
6777,ecom,36196.0,22023.0,0,569,0,0,25.691342579555315,0.3297949137844446,2023-11-13 13:55:14.935829504
5577,social,2833676.0,274070.0,0,0,25178,6099,36.27292320501216,0.07334926981947588,2023-11-14 04:33:47.140289520
6476,information_source,916726.0,405507.0,0,57939,50043,9292,10.234557947702791,0.08357156348541786,2023-09-25 07:31:23.791949856
883,information_source,112991.0,0.0,0,0,951,0,7.731023524508394,0.0013886486955902097,2024-08-05 06:06:46.797640547
9091,information_source,5384061.0,0.0,0,466735,336977,72138,4.4931443780900135,-0.1771665501841579,2023-05-07 04:04:54.995010240
7760,social,1756405.0,0.0,0,11124,0,1394,1.2520266123448447,-0.010261288264956092,2024-07-22 15:24:49.206618319
6635,information_source,232697.0,13707.0,0,24548,0,1563,13.417571869698946,0.041112956372229593,2024-06-21 19:34:15.582782471
4953,ecom,11619883.0,5741972.0,0,0,67086,12983,16.484778028066238,0.32229868654520194,2023-01-02 16:17:03.400463560
5341,ecom,443727.0,123175.0,0,8581,5787,697,3.5542638118897973,0.18489524265972543,2023-02-02 08:30:48.978887248
3901,ecom,,1070249.0,0,1149,0,0,6.394991042040585,0.2553895676458045,2023-12-16 04:59:39.410780796
605,information_source,1219622.0,198779.0,0,0,0,-,3.576647906758646,0.09411205245712252,2023-08-13 22:38:51.118653976
